Period,City,Channel,Category,Segment,Manufacturer,Brand,Item Name,Pack_Size,Packaging,Unit_Price,Sales_Volume(KG_LTRS),Sales_Value
Apr-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,85.50,"16,338.6","5,118,378.1"
Apr-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR,200G,SACHET,85.50,"13,389.9","4,194,594.7"
Apr-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,96.19,"25,824.5","9,438,281.3"
Apr-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,99.75,0.0,0.0
Apr-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,95.68,"81,369.7","29,147,494.2"
Apr-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,500G,SACHET,256.50,"17,669.4","6,642,279.2"
Apr-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"76,476.6","27,950,559.3"
Apr-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"232,511.4","84,977,648.3"
Apr-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,500G,SACHET,171.00,0.0,0.0
Apr-21,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,MONDO,MONDO SPAGHETTI,500G,SACHET,285.00,"19,063.2","7,962,517.5"
Apr-21,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,PASTA AROMA,PASTA AROMA,200G,SACHET,71.25,"14,365.2","3,750,099.0"
Apr-21,Abidjan,Open_Market,PASTA,DRY PASTA,MR COOK,BONJOURNE,BONJOURNE SPAGHETTI,500G,SACHET,199.50,"4,574.6","1,337,536.8"
Apr-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,96.19,"19,636.0","6,428,211.6"
Apr-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,4540G,BAG,"1,710.00","1,687.0","465,649.8"
Apr-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,99.75,0.0,0.0
Apr-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,710.00","10,122.5","2,793,898.8"
Apr-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,94.05,"9,884.7","3,321,635.3"
Apr-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"1,710.00","1,687.0","465,649.8"
Apr-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"10,330.6","3,775,643.8"
Apr-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"13,675.3","4,997,974.5"
Apr-21,Bouake,Boutique,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"7,798.9","3,257,536.6"
Apr-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,99.75,"5,046.7","1,844,476.4"
Apr-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"1,514.0","553,359.7"
Apr-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,767.00","4,077.6","1,136,196.1"
Apr-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,98.91,"9,289.7","3,393,850.0"
Apr-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"1,824.00","1,165.0","343,002.6"
Apr-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"2,643.3","966,034.7"
Apr-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,100.59,"12,343.5","4,522,007.0"
Apr-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,500G,SACHET,285.00,769.9,"321,564.9"
Apr-21,Bouake,Groceries,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"3,646.6","1,523,116.2"
Apr-21,Bouake,Groceries,PASTA,DRY PASTA,PAGANINI,PAGANINI,PAGANINI SPAGHETTI,200G,SACHET,99.75,348.4,"127,308.6"
Apr-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI CAPELLINI,500G,SACHET,570.00,261.4,"218,389.6"
Apr-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI TORTI WITH,500G,BAG,855.00,0.0,0.0
Apr-21,Bouake,Groceries,PASTA,DRY PASTA,PASTA DOUBA,PASTA DOUBA,PASTA DOUBA SPAGHETTI,500G,SACHET,256.50,"3,172.7","1,133,806.2"
Apr-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,95.00,"9,063.1","3,170,339.9"
Apr-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR SPAGHETTI,200G,SACHET,92.63,932.7,"326,931.1"
Apr-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,95.00,"1,328.5","471,659.1"
Apr-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,96.90,"6,908.1","2,406,848.7"
Apr-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"9,565.3","3,495,826.3"
Apr-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"9,698.0","3,544,379.5"
Apr-21,Bouake,Open_Market,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"10,295.7","4,300,421.3"
May-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,85.50,"72,804.8","22,807,369.7"
May-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"44,199.1","16,153,724.8"
May-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"7,128.9","2,605,439.5"
May-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,99.75,"13,507.3","4,936,622.2"
May-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,98.45,"88,548.1","31,578,710.1"
May-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"71,213.6","26,026,969.2"
May-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.16,"298,436.7","108,731,062.5"
May-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,85.50,"32,283.9","10,113,502.4"
May-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR,200G,SACHET,71.25,"97,412.3","25,430,014.1"
May-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"26,633.3","9,733,909.9"
May-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"3,196.0","1,168,069.2"
May-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,105.45,"34,090.7","13,171,370.7"
May-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,475G,SACHET,99.75,"12,903.9","1,985,717.6"
May-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,500G,SACHET,256.50,"19,442.3","7,308,775.8"
May-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,102.60,"32,279.6","12,327,023.5"
May-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,500G,SACHET,256.50,"27,698.8","10,412,502.5"
May-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,102.60,"38,458.6","14,689,860.6"
May-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"49,112.0","17,949,329.9"
May-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,500G,SACHET,256.50,"22,372.0","8,410,098.2"
May-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,85.50,"16,339.3","5,118,566.0"
May-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR,200G,SACHET,85.50,"13,390.2","4,194,748.6"
May-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,96.19,"23,620.0","8,632,596.2"
May-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,99.75,0.0,0.0
May-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,95.68,"49,185.2","17,216,830.6"
May-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,500G,SACHET,256.50,"29,640.8","11,142,578.0"
May-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"80,771.4","29,520,093.8"
May-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"250,650.5","91,607,080.2"
May-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,500G,SACHET,171.00,0.0,0.0
May-21,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,MONDO,MONDO SPAGHETTI,500G,SACHET,285.00,"19,064.1","7,962,809.7"
May-21,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,PASTA AROMA,PASTA AROMA,200G,SACHET,71.25,"14,365.7","3,750,236.6"
May-21,Abidjan,Open_Market,PASTA,DRY PASTA,MR COOK,BONJOURNE,BONJOURNE SPAGHETTI,500G,SACHET,199.50,"4,574.8","1,337,585.8"
May-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,96.19,"18,518.1","5,847,180.5"
May-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"2,793.4","1,020,935.8"
May-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,4540G,BAG,"1,710.00","3,623.4","1,000,100.4"
May-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,710.00","1,811.8","500,050.2"
May-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,94.05,"11,413.3","3,712,872.7"
May-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"1,710.00","3,623.4","1,000,100.4"
May-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"10,934.2","3,996,234.5"
May-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"11,094.0","4,054,573.7"
May-21,Bouake,Boutique,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"7,510.0","3,136,870.1"
May-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,99.75,"5,695.4","2,081,545.0"
May-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"1,113.7","407,071.6"
May-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"2,487.3","909,126.6"
May-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,767.00","1,685.7","480,732.2"
May-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,98.91,"7,313.6","2,663,411.4"
May-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"1,824.00",421.3,"124,059.9"
May-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"5,531.9","2,021,789.0"
May-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,100.59,"11,453.9","4,197,683.6"
May-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,500G,SACHET,285.00,928.2,"387,687.2"
May-21,Bouake,Groceries,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"3,646.6","1,523,116.2"
May-21,Bouake,Groceries,PASTA,DRY PASTA,PAGANINI,PAGANINI,PAGANINI SPAGHETTI,200G,SACHET,99.75,0.0,0.0
May-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI CAPELLINI,500G,SACHET,570.00,204.1,"170,483.1"
May-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI TORTI WITH,500G,BAG,855.00,0.0,0.0
May-21,Bouake,Groceries,PASTA,DRY PASTA,PASTA DOUBA,PASTA DOUBA,PASTA DOUBA SPAGHETTI,500G,SACHET,256.50,"3,172.8","1,230,083.4"
May-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,95.19,"9,063.1","3,133,345.5"
May-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR SPAGHETTI,200G,SACHET,92.63,932.5,"292,151.2"
May-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,95.00,"7,306.6","2,656,550.6"
May-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,96.90,"11,291.9","4,009,102.4"
May-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"1,860.0","679,744.0"
May-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"8,236.8","3,010,294.9"
May-21,Bouake,Open_Market,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"10,222.6","4,269,902.2"
Jun-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,85.50,"59,568.1","18,660,575.2"
Jun-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"53,841.6","19,677,924.5"
Jun-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"20,011.9","7,313,918.8"
Jun-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,99.75,"19,059.0","6,965,637.0"
Jun-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,98.45,"64,255.9","23,196,282.0"
Jun-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,98.33,"102,238.1","36,992,507.9"
Jun-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.16,"263,627.4","96,292,823.7"
Jun-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,85.50,"26,414.2","8,274,683.8"
Jun-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR,200G,SACHET,71.25,"97,412.3","25,430,014.1"
Jun-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"25,941.3","9,480,979.4"
Jun-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"7,105.7","2,596,963.9"
Jun-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,105.45,"56,394.2","21,788,586.1"
Jun-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,475G,SACHET,99.75,"13,125.7","2,019,860.8"
Jun-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,500G,SACHET,256.50,845.9,"317,995.6"
Jun-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,101.65,"55,830.3","21,076,040.5"
Jun-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,500G,SACHET,256.50,"4,793.6","1,801,975.0"
Jun-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,102.60,"33,949.3","12,954,197.8"
Jun-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"27,633.3","10,099,304.1"
Jun-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,500G,SACHET,256.50,"2,819.8","1,059,985.3"
Jun-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,85.50,"16,339.4","5,118,566.0"
Jun-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR,200G,SACHET,85.50,"12,601.2","3,947,502.9"
Jun-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,96.19,"23,169.9","8,468,109.8"
Jun-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"3,848.7","1,406,567.4"
Jun-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,99.75,0.0,0.0
Jun-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,96.58,"70,845.1","25,240,298.3"
Jun-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,500G,SACHET,256.50,"17,672.1","6,643,262.9"
Jun-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"93,858.2","34,303,021.1"
Jun-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"224,473.9","82,040,196.1"
Jun-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,500G,SACHET,171.00,0.0,0.0
Jun-21,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,MONDO,MONDO SPAGHETTI,500G,SACHET,285.00,"19,064.1","7,962,809.7"
Jun-21,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,PASTA AROMA,PASTA AROMA,200G,SACHET,71.25,"14,365.7","3,750,236.6"
Jun-21,Abidjan,Open_Market,PASTA,DRY PASTA,MR COOK,BONJOURNE,BONJOURNE SPAGHETTI,500G,SACHET,199.50,"4,574.8","1,337,585.8"
Jun-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,96.19,"18,518.3","5,908,568.3"
Jun-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"1,052.4","384,645.5"
Jun-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,4540G,BAG,"1,710.00","2,171.8","599,447.6"
Jun-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,710.00","13,031.2","3,596,685.5"
Jun-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,94.05,"6,888.8","2,395,292.7"
Jun-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"1,710.00","2,171.8","599,447.6"
Jun-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"14,638.6","5,350,069.7"
Jun-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"15,404.1","5,629,812.0"
Jun-21,Bouake,Boutique,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"7,432.2","3,104,332.0"
Jun-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,99.75,"5,062.4","1,850,259.2"
Jun-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,517.4,"189,128.6"
Jun-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"1,996.0","729,496.1"
Jun-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,767.00","1,258.5","362,818.2"
Jun-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,98.91,"7,263.0","2,647,800.8"
Jun-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"1,824.00",419.5,"123,512.6"
Jun-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"3,326.8","1,215,826.9"
Jun-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,100.59,"14,970.2","5,517,538.2"
Jun-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,500G,SACHET,285.00,369.6,"154,390.7"
Jun-21,Bouake,Groceries,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"3,646.4","1,523,116.2"
Jun-21,Bouake,Groceries,PASTA,DRY PASTA,PAGANINI,PAGANINI,PAGANINI SPAGHETTI,200G,SACHET,99.75,0.0,0.0
Jun-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI CAPELLINI,500G,SACHET,484.50,221.8,"157,433.8"
Jun-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI TORTI WITH,500G,BAG,855.00,0.0,0.0
Jun-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI GOLD SPAGHETTI,250G,SACHET,199.50,27.7,"16,206.4"
Jun-21,Bouake,Groceries,PASTA,DRY PASTA,PASTA DOUBA,PASTA DOUBA,PASTA DOUBA SPAGHETTI,500G,SACHET,256.50,"3,172.8","1,325,228.0"
Jun-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,95.19,"10,096.5","3,531,062.1"
Jun-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR SPAGHETTI,200G,SACHET,92.63,932.5,"292,151.2"
Jun-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,95.00,"4,189.0","1,443,540.1"
Jun-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,99.75,"6,795.7","2,483,666.6"
Jun-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"9,309.2","3,402,283.0"
Jun-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"9,495.3","3,470,328.6"
Jun-21,Bouake,Open_Market,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"11,624.4","4,855,314.4"
